0	CONN	0	1	up
0	CONN	0	2	up
0	CONN	0	3	up
0	CONN	0	4	up
0	CONN	0	5	up
0	CONN	0	6	up
0	CONN	0	7	up
0	CONN	0	8	up
0	CONN	0	9	up
0	CONN	0	10	up
0	CONN	0	11	up
0	CONN	0	12	up
0	CONN	0	13	up
0	CONN	0	14	up
0	CONN	0	15	up
0	CONN	0	16	up
0	CONN	0	17	up
0	CONN	0	18	up
0	CONN	0	19	up
0	CONN	0	20	up
0	CONN	0	21	up
0	CONN	0	22	up
0	CONN	0	23	up
0	CONN	0	24	up
0	CONN	0	25	up
0	CONN	0	26	up
0	CONN	0	27	up
0	CONN	0	28	up
0	CONN	0	29	up
0	CONN	0	30	up
0	CONN	0	31	up
0	CONN	0	32	up
0	CONN	0	33	up
0	CONN	0	34	up
0	CONN	0	35	up
0	CONN	0	36	up
0	CONN	0	37	up
0	CONN	0	38	up
0	CONN	0	39	up
0	CONN	0	40	up
0	CONN	0	41	up
0	CONN	0	42	up
0	CONN	0	43	up
0	CONN	0	44	up
0	CONN	0	45	up
0	CONN	0	46	up
0	CONN	0	47	up
0	CONN	0	48	up
0	CONN	0	49	up
0	CONN	0	50	up
0	CONN	0	51	up
0	CONN	1	0	up
0	CONN	1	2	up
0	CONN	1	3	up
0	CONN	1	4	up
0	CONN	1	5	up
0	CONN	1	6	up
0	CONN	1	7	up
0	CONN	1	8	up
0	CONN	1	9	up
0	CONN	1	10	up
0	CONN	1	11	up
0	CONN	1	12	up
0	CONN	1	13	up
0	CONN	1	14	up
0	CONN	1	15	up
0	CONN	1	16	up
0	CONN	1	17	up
0	CONN	1	18	up
0	CONN	1	19	up
0	CONN	1	20	up
0	CONN	1	21	up
0	CONN	1	22	up
0	CONN	1	23	up
0	CONN	1	24	up
0	CONN	1	25	up
0	CONN	1	26	up
0	CONN	1	27	up
0	CONN	1	28	up
0	CONN	1	29	up
0	CONN	1	30	up
0	CONN	1	31	up
0	CONN	1	32	up
0	CONN	1	33	up
0	CONN	1	34	up
0	CONN	1	35	up
0	CONN	1	36	up
0	CONN	1	37	up
0	CONN	1	38	up
0	CONN	1	39	up
0	CONN	1	40	up
0	CONN	1	41	up
0	CONN	1	42	up
0	CONN	1	43	up
0	CONN	1	44	up
0	CONN	1	45	up
0	CONN	1	46	up
0	CONN	1	47	up
0	CONN	1	48	up
0	CONN	1	49	up
0	CONN	1	50	up
0	CONN	1	51	up
0	CONN	2	0	up
0	CONN	2	1	up
0	CONN	2	3	up
0	CONN	2	4	up
0	CONN	2	5	up
0	CONN	2	6	up
0	CONN	2	7	up
0	CONN	2	8	up
0	CONN	2	9	up
0	CONN	2	10	up
0	CONN	2	11	up
0	CONN	2	12	up
0	CONN	2	13	up
0	CONN	2	14	up
0	CONN	2	15	up
0	CONN	2	16	up
0	CONN	2	17	up
0	CONN	2	18	up
0	CONN	2	19	up
0	CONN	2	20	up
0	CONN	2	21	up
0	CONN	2	22	up
0	CONN	2	23	up
0	CONN	2	24	up
0	CONN	2	25	up
0	CONN	2	26	up
0	CONN	2	27	up
0	CONN	2	28	up
0	CONN	2	29	up
0	CONN	2	30	up
0	CONN	2	31	up
0	CONN	2	32	up
0	CONN	2	33	up
0	CONN	2	34	up
0	CONN	2	35	up
0	CONN	2	36	up
0	CONN	2	37	up
0	CONN	2	38	up
0	CONN	2	39	up
0	CONN	2	40	up
0	CONN	2	41	up
0	CONN	2	42	up
0	CONN	2	43	up
0	CONN	2	44	up
0	CONN	2	45	up
0	CONN	2	46	up
0	CONN	2	47	up
0	CONN	2	48	up
0	CONN	2	49	up
0	CONN	2	50	up
0	CONN	2	51	up
0	CONN	3	0	up
0	CONN	3	1	up
0	CONN	3	2	up
0	CONN	3	4	up
0	CONN	3	5	up
0	CONN	3	6	up
0	CONN	3	7	up
0	CONN	3	8	up
0	CONN	3	9	up
0	CONN	3	10	up
0	CONN	3	11	up
0	CONN	3	12	up
0	CONN	3	13	up
0	CONN	3	14	up
0	CONN	3	15	up
0	CONN	3	16	up
0	CONN	3	17	up
0	CONN	3	18	up
0	CONN	3	19	up
0	CONN	3	20	up
0	CONN	3	21	up
0	CONN	3	22	up
0	CONN	3	23	up
0	CONN	3	24	up
0	CONN	3	25	up
0	CONN	3	26	up
0	CONN	3	27	up
0	CONN	3	28	up
0	CONN	3	29	up
0	CONN	3	30	up
0	CONN	3	31	up
0	CONN	3	32	up
0	CONN	3	33	up
0	CONN	3	34	up
0	CONN	3	35	up
0	CONN	3	36	up
0	CONN	3	37	up
0	CONN	3	38	up
0	CONN	3	39	up
0	CONN	3	40	up
0	CONN	3	41	up
0	CONN	3	42	up
0	CONN	3	43	up
0	CONN	3	44	up
0	CONN	3	45	up
0	CONN	3	46	up
0	CONN	3	47	up
0	CONN	3	48	up
0	CONN	3	49	up
0	CONN	3	50	up
0	CONN	3	51	up
0	CONN	4	0	up
0	CONN	4	1	up
0	CONN	4	2	up
0	CONN	4	3	up
0	CONN	4	5	up
0	CONN	4	6	up
0	CONN	4	7	up
0	CONN	4	8	up
0	CONN	4	9	up
0	CONN	4	10	up
0	CONN	4	11	up
0	CONN	4	12	up
0	CONN	4	13	up
0	CONN	4	14	up
0	CONN	4	15	up
0	CONN	4	16	up
0	CONN	4	17	up
0	CONN	4	18	up
0	CONN	4	19	up
0	CONN	4	20	up
0	CONN	4	21	up
0	CONN	4	22	up
0	CONN	4	23	up
0	CONN	4	24	up
0	CONN	4	25	up
0	CONN	4	26	up
0	CONN	4	27	up
